Name,Phone_Number,Email,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,Attendance_Drop,Months_Served,Age_at_Joining
Omkaar Randhawa,1895998064,omkaar.randhawa@yahoo.com,1,1,1,0,1,12,1,37,194.23515075203585,12.0,5,1.208614381367461,1.2140854655564786,0,-0.005471084189017539,0.0,36.6
Krishna Chana,+910036433133,krishna.chana@hotmail.com,1,1,0,0,1,1,0,36,79.29361848882044,1.0,12,1.604291845573584,1.645825408314718,0,-0.041533562741133956,0.0,35.0
Gaurangi Kari,09049115460,gaurangi.kari@hotmail.com,0,0,1,0,1,1,0,22,66.70614985018169,1.0,3,1.8532676680184168,2.07571927954018,1,-0.2224516115217634,0.0,21.8
Ati Morar,+917485109159,ati.morar@hotmail.com,1,1,0,0,1,1,0,32,154.3411191967422,1.0,0,2.015868105616156,0.8723748441188264,1,1.1434932614973297,0.0,32.0
Harshil Nadkarni,+913243583258,harshil.nadkarni@gmail.com,1,0,0,0,1,6,0,32,264.7647420446215,6.0,2,0.0535194304314057,0.0333105298965583,0,0.020208900534847404,0.0,31.8
Xiti Dara,05885636820,xiti.dara@gmail.com,0,0,1,0,1,6,0,30,208.80618511574767,6.0,3,3.0416046203876617,3.110076817789317,0,-0.06847219740165533,0.0,29.8
Mitali Chahal,6050324529,mitali.chahal@yahoo.com,1,1,1,1,1,1,1,29,175.52462363115475,1.0,5,1.019021745821728,1.017565050274968,0,0.0014566955467600895,0.0,28.6
Amara Magar,4028895139,amara.magar@gmail.com,0,1,1,1,1,12,0,30,157.44673126842932,11.0,1,2.076114091220589,2.099662224144163,0,-0.023548132923574272,1.0,29.9
Zehaan Sani,+916757308637,zehaan.sani@gmail.com,1,1,0,0,1,12,0,28,416.7071747042405,7.0,6,3.486852743640963,3.5904443382122504,0,-0.10359159457128753,5.0,27.5
Yug Shetty,+916918337988,yug.shetty@yahoo.com,1,1,1,1,1,12,1,32,207.524673359496,9.0,1,0.0739321443548739,0.0541583722520256,0,0.0197737721028483,3.0,31.9
Kabir Pathak,+912917242268,kabir.pathak@gmail.com,1,1,0,0,1,1,0,31,329.54612276586613,1.0,1,2.6572141694696194,2.7075474106192594,0,-0.050333241149639996,0.0,30.9
Sanaya Kumer,No Number Provided,sanaya.kumer@hotmail.com,0,1,1,1,0,1,1,26,142.5417175113823,1.0,0,1.0152820552008746,0.5796092319974153,1,0.43567282320345924,0.0,26.0
Ekaraj Bhargava,0609904772,ekaraj.bhargava@yahoo.com,1,1,0,0,1,12,1,30,77.06225564547923,11.0,3,1.6990115564979946,1.7535809768468986,0,-0.054569420348903996,1.0,29.8
Chakrika Comar,05709045288,chakrika.comar@yahoo.com,0,1,1,1,1,6,0,26,54.69421089191693,6.0,9,2.531159142810844,2.4468416890583,0,0.0843174537525444,0.0,25.2
Eiravati Khare,01289088700,eiravati.khare@gmail.com,1,1,1,1,1,12,1,26,9.423026461182417,7.0,6,1.9550516008299943,2.0725866215365936,0,-0.11753502070659927,5.0,25.5
Owen Singhal,06012701991,owen.singhal@gmail.com,0,1,0,0,1,1,0,29,34.99031404544924,1.0,0,0.7213526713929127,0.9312736978082226,1,-0.20992102641530985,0.0,29.0
Naksh Mital,00035411027,naksh.mital@yahoo.com,1,1,1,0,1,1,1,30,255.54778169154147,1.0,12,4.079398614423472,4.084065021594674,0,-0.004666407171201925,0.0,29.0
Nidra Joshi,+912606109990,nidra.joshi@hotmail.com,1,0,0,0,1,1,0,22,214.4186736614924,1.0,1,1.0323862384405966,0.8683406273709459,1,0.16404561106965077,0.0,21.9
Isaac Dhaliwal,07566020275,isaac.dhaliwal@hotmail.com,0,1,1,1,1,1,0,23,174.8732368744856,1.0,0,2.331755076778549,2.6025437349470897,1,-0.2707886581685406,0.0,23.0
Oscar Bhatti,6410079226,oscar.bhatti@gmail.com,1,0,0,0,1,1,0,31,104.68044618332502,1.0,1,1.952119241329041,2.080270202754129,1,-0.1281509614250882,0.0,30.9
Wazir Dara,05837348666,wazir.dara@yahoo.com,1,1,0,0,1,1,1,32,72.80895435796623,1.0,5,0.6722669057848236,0.5775865817477115,0,0.09468032403711213,0.0,31.6
Adya Ramachandran,8446647908,adya.ramachandran@hotmail.com,0,1,1,1,1,6,0,34,75.04623523493058,5.0,5,1.4324635058331654,1.5107794637226473,0,-0.07831595788948187,1.0,33.6
Faris Mitra,03818262999,faris.mitra@hotmail.com,1,1,0,1,1,1,1,31,122.05642080994387,1.0,0,1.8283412546372035,1.9772811626470967,0,-0.1489399080098932,0.0,31.0
Vamakshi Hari,+919775738758,vamakshi.hari@hotmail.com,0,1,0,0,1,6,0,29,143.13548853575756,5.0,4,0.0,0.0,0,0.0,1.0,28.7
Udyati Saxena,05574278305,udyati.saxena@gmail.com,1,1,1,1,1,1,1,27,229.4853857224899,1.0,0,0.6065449978443745,0.0,1,0.6065449978443745,0.0,27.0
Sudiksha Yohannan,No Number Provided,sudiksha.yohannan@yahoo.com,1,1,1,0,0,1,0,26,24.50648027433324,1.0,5,0.8102000549814791,0.0497668866403027,1,0.7604331683411764,0.0,25.6
Xiti Bail,03429696623,xiti.bail@yahoo.com,1,1,0,0,1,1,0,29,285.17118890712527,1.0,13,1.516261151446047,1.6721829423104977,0,-0.1559217908644508,0.0,27.9
Anvi Bhatti,+914038371233,anvi.bhatti@gmail.com,0,1,1,0,1,1,1,29,299.26475178182426,1.0,4,2.1702874369350704,1.9844704055936744,0,0.18581703134139604,0.0,28.7
Indali Sampath,07609218042,indali.sampath@gmail.com,1,1,0,1,1,12,1,29,149.51840020494063,8.0,6,2.9694612881720084,3.1500103598951417,0,-0.18054907172313328,4.0,28.5
Yamini Goda,+913822759130,yamini.goda@gmail.com,1,1,0,0,1,1,0,35,126.58892173093165,1.0,8,2.4583830697916387,2.3672572536040977,0,0.09112581618754101,0.0,34.3
Logan Acharya,00017136333,logan.acharya@hotmail.com,0,1,0,0,1,1,1,29,170.71720745157273,1.0,0,1.5716664146411283,1.2639436137830606,1,0.3077228008580677,0.0,29.0
Inaya Sunder,00475982527,inaya.sunder@hotmail.com,0,1,0,0,1,1,0,27,243.44782695321555,1.0,1,2.3185582772767623,2.264364269376285,1,0.05419400790047746,0.0,26.9
Yashawini Bhargava,+916632259674,yashawini.bhargava@hotmail.com,1,1,1,1,1,12,1,30,60.24556867198161,12.0,6,1.7772428455382498,1.7590833083597843,0,0.018159537178465524,0.0,29.5
Tanay Yadav,06610226796,tanay.yadav@hotmail.com,0,1,1,1,1,12,0,31,327.58812027967014,7.0,3,0.6749528874249242,0.7409735444788941,0,-0.06602065705396987,5.0,30.8
Sneha Bhargava,06857360058,sneha.bhargava@gmail.com,1,1,0,1,1,1,1,27,118.34535811686888,1.0,2,3.411260015847032,3.3242377416434272,0,0.08702227420360487,0.0,26.8
Wriddhish Bal,09761453335,wriddhish.bal@gmail.com,1,1,0,1,1,1,1,29,95.66155841984995,1.0,1,2.1792498562703746,0.942721860001219,1,1.2365279962691555,0.0,28.9
Yashodhara Dora,01146818046,yashodhara.dora@yahoo.com,1,1,0,0,1,1,0,31,83.26797896668923,1.0,0,1.7077265634781928,1.653354340711663,0,0.054372222766529754,0.0,31.0
Timothy Srinivas,+918116886288,timothy.srinivas@gmail.com,0,1,1,0,1,12,0,30,357.0469424513923,11.0,4,4.0986080913904015,4.057948137185618,0,0.04065995420478341,1.0,29.7
Arya Jhaveri,8981141114,arya.jhaveri@gmail.com,0,1,0,0,1,1,0,33,32.28790186479418,1.0,4,0.9473553934762664,0.9472708747130264,0,8.451876324000462e-05,0.0,32.7
Vritti Sundaram,+919780226311,vritti.sundaram@hotmail.com,0,0,0,0,1,1,0,28,56.183114648977785,1.0,3,2.8965154092694085,2.9748115043408827,0,-0.07829609507147417,0.0,27.8
Praneel Misra,+916608727776,praneel.misra@gmail.com,1,1,0,0,1,1,0,33,68.50358197916258,1.0,6,2.6119538987891664,2.6695651601506007,0,-0.05761126136143435,0.0,32.5
Manan Barad,07854605867,manan.barad@gmail.com,0,0,0,0,1,1,0,30,218.8931159949425,1.0,0,3.6211326290202015,3.4490663273308617,0,0.17206630168933978,0.0,30.0
Irya Vaidya,+910426121737,irya.vaidya@hotmail.com,1,0,1,0,1,12,1,29,73.06104519177603,8.0,2,1.6702396738740806,1.7759602350858017,0,-0.10572056121172113,4.0,28.8
Amruta Nath,5166651835,amruta.nath@hotmail.com,1,1,0,0,1,1,0,32,39.93783767837607,1.0,4,4.256038926416903,4.21491409810838,0,0.04112482830852304,0.0,31.7
Mohini Patla,+917830973483,mohini.patla@yahoo.com,0,1,1,1,1,6,1,27,292.2286091189424,4.0,0,1.0475612692919922,1.0876698446313209,0,-0.040108575339328656,2.0,27.0
Xiti Viswanathan,No Number Provided,xiti.viswanathan@hotmail.com,0,1,0,0,0,12,0,27,327.35373070151667,12.0,7,2.1881615400787786,2.0294190967400345,0,0.1587424433387441,0.0,26.4
Jagvi Soman,1144501730,jagvi.soman@gmail.com,0,1,0,0,1,1,0,30,186.37195901184225,1.0,1,2.427950899858006,2.4844671916377186,0,-0.056516291779712624,0.0,29.9
Sanaya Apte,2906124073,sanaya.apte@hotmail.com,0,1,0,0,1,1,0,29,121.46156881946504,1.0,1,1.0939076759678754,0.6093480449772486,1,0.4845596309906268,0.0,28.9
Ojas Kulkarni,+917538911294,ojas.kulkarni@gmail.com,0,1,1,0,1,1,0,26,231.1658885452937,1.0,4,0.6437481074940188,0.8713148362326104,0,-0.22756672873859163,0.0,25.7
Liam Srinivasan,0720045264,liam.srinivasan@gmail.com,1,1,1,0,1,12,0,30,174.43058712331646,11.0,9,1.696863335086217,1.6012410500461938,0,0.09562228504002324,1.0,29.2
Rayaan Verma,No Number Provided,rayaan.verma@gmail.com,0,0,1,0,0,6,0,33,53.124270062825616,5.0,0,2.993532299480022,2.910933669513476,0,0.08259862996654599,1.0,33.0
Jack Dass,0176764519,jack.dass@hotmail.com,1,0,1,1,1,12,0,29,171.7258460743299,12.0,9,2.6694114034494203,2.7910690859003227,0,-0.12165768245090236,0.0,28.2
Baljiwan Rai,No Number Provided,baljiwan.rai@gmail.com,0,1,0,0,0,1,0,29,241.7016740555345,1.0,4,1.690379651877285,1.5950648887526482,0,0.09531476312463671,0.0,28.7
Odika Bose,+911302454769,odika.bose@gmail.com,1,1,1,1,1,12,1,33,235.6397654490464,9.0,6,1.5385059691761862,1.6177014901365927,0,-0.0791955209604065,3.0,32.5
Caleb Kadakia,+913504887677,caleb.kadakia@gmail.com,1,1,0,0,1,1,0,27,184.1724486788892,1.0,2,1.3818421474264058,1.5885763663507633,1,-0.2067342189243575,0.0,26.8
Gaurangi Parsa,+910011211745,gaurangi.parsa@gmail.com,0,1,1,1,1,12,1,27,111.26584600918886,12.0,5,0.7928850952572946,0.8763967341105697,0,-0.08351163885327517,0.0,26.6
Mekhala Sengupta,07477595602,mekhala.sengupta@hotmail.com,0,1,0,0,1,1,0,32,230.0573528337177,1.0,2,1.3567633054584531,1.3049607872517928,0,0.051802518206660375,0.0,31.8
Irya Dhawan,2679834419,irya.dhawan@gmail.com,0,1,1,0,1,1,0,34,46.49219971093142,1.0,0,1.0107713015838713,0.0,1,1.0107713015838713,0.0,34.0
Amol Cherian,9294104650,amol.cherian@gmail.com,1,1,0,0,1,1,0,25,153.14317819578702,1.0,0,0.3426641667775092,0.0,1,0.3426641667775092,0.0,25.0
Manbir Chatterjee,03524341247,manbir.chatterjee@hotmail.com,1,1,1,0,1,6,0,30,53.38598407052636,6.0,1,0.2755422040118007,0.2480950087760094,0,0.027447195235791283,0.0,29.9
Mohini Savant,8681208370,mohini.savant@yahoo.com,0,1,1,1,1,12,1,31,186.37316604299045,12.0,3,3.0195066746929387,2.9909152993492265,0,0.028591375343712144,0.0,30.8
Ranveer Pau,+912405928818,ranveer.pau@yahoo.com,1,1,1,1,1,6,0,32,50.69298489717524,6.0,1,0.8942010887874274,0.7424297662291456,0,0.15177132255828185,0.0,31.9
Ladli Ratta,No Number Provided,ladli.ratta@gmail.com,0,1,1,0,0,12,1,29,271.30395924962664,11.0,1,1.0554933564818727,0.96800983262611,0,0.08748352385576275,1.0,28.9
Samuel Date,No Number Provided,samuel.date@gmail.com,0,1,1,0,0,6,1,29,141.13879614444704,3.0,2,0.5405685045768014,0.3361078997569328,0,0.2044606048198686,3.0,28.8
Anay Rajagopal,3865823549,anay.rajagopal@gmail.com,1,1,1,0,1,1,0,31,180.13137194111198,1.0,5,3.80716382010512,3.7472519665228976,0,0.059911853582222285,0.0,30.6
Janya Grewal,3557218456,janya.grewal@hotmail.com,1,1,0,0,1,1,0,23,131.1115714669628,1.0,0,1.6926318901698585,2.2791150015900583,1,-0.5864831114201998,0.0,23.0
Chakradev Rajagopalan,No Number Provided,chakradev.rajagopalan@gmail.com,0,1,0,0,0,1,0,32,186.5856443379992,1.0,0,0.9816010001433804,0.0,1,0.9816010001433804,0.0,32.0
Rayaan Pai,+915000038605,rayaan.pai@yahoo.com,0,0,0,0,1,1,0,26,7.159988650331982,1.0,4,0.6831551928943704,0.6474292151927711,0,0.035725977701599354,0.0,25.7
Tara Bala,02343429900,tara.bala@gmail.com,1,1,0,0,1,1,1,25,139.98469206376043,1.0,0,2.3757179001620514,1.831001797879868,1,0.5447161022821834,0.0,25.0
Daniel Tripathi,+913706280986,daniel.tripathi@gmail.com,0,1,0,0,1,12,0,31,318.5367588526888,11.0,7,2.6344859274362813,2.6074300985394188,0,0.027055828896862533,1.0,30.4
Harish Narayan,+912680628017,harish.narayan@gmail.com,0,1,1,0,1,12,0,31,279.5139878153244,12.0,1,1.5471633572594568,1.5375224098737017,0,0.00964094738575505,0.0,30.9
Suhani Bal,08702178899,suhani.bal@hotmail.com,0,1,1,0,1,1,0,25,111.95379416730324,1.0,1,2.1251584063375284,2.2726130821342374,1,-0.147454675796709,0.0,24.9
Yashica Varma,8139146837,yashica.varma@gmail.com,1,1,0,0,1,6,1,27,268.11727203630886,6.0,2,2.2119603704673287,2.2878754902483065,0,-0.07591511978097776,0.0,26.8
Vinaya Desai,09863584458,vinaya.desai@gmail.com,0,1,1,1,1,12,0,30,109.0796443434009,12.0,2,3.217037830156635,3.2726783961457384,0,-0.055640565989103496,0.0,29.8
Sai Solanki,04302021285,sai.solanki@hotmail.com,1,1,0,0,1,12,0,31,252.64357646352056,8.0,4,2.7106714522841977,2.6964327813728857,0,0.014238670911312035,4.0,30.7
Upasna Pillay,01780874138,upasna.pillay@gmail.com,1,1,0,0,1,1,0,34,247.79181725408387,1.0,8,1.084722802766379,0.9928766632046948,0,0.09184613956168408,0.0,33.3
Kalpit More,+911251321722,kalpit.more@yahoo.com,1,0,1,1,1,1,0,24,277.0356467212181,1.0,1,1.1569019805294658,0.1366580937397667,1,1.020243886789699,0.0,23.9
Karan Jayaraman,+919547512832,karan.jayaraman@gmail.com,1,1,1,1,1,1,0,31,259.2449021059656,1.0,3,1.7784779497632757,1.6217390426963392,0,0.1567389070669365,0.0,30.8
Faras Kata,1753719684,faras.kata@hotmail.com,1,1,0,0,1,1,1,27,33.34895705215342,1.0,0,1.8330549660516944,0.0063979878928257,1,1.8266569781588686,0.0,27.0
Nathaniel Kumar,+910865089859,nathaniel.kumar@hotmail.com,0,1,0,0,1,1,0,25,111.8457893327204,1.0,8,3.0553544380048967,3.1553893366375125,0,-0.10003489863261583,0.0,24.3
Wishi Chacko,+911271120456,wishi.chacko@gmail.com,0,1,1,1,1,12,1,31,191.1440194124347,7.0,5,3.8261366626517175,3.762327666183237,0,0.06380899646848048,5.0,30.6
Adweta Banerjee,+918525577071,adweta.banerjee@yahoo.com,1,1,1,0,1,1,1,34,190.7505073605873,1.0,1,0.0,0.0,0,0.0,0.0,33.9
Gautami Sarin,No Number Provided,gautami.sarin@hotmail.com,1,1,0,0,0,1,0,33,32.556886044222864,1.0,15,2.580107042179027,2.764951972182003,0,-0.18484493000297597,0.0,31.8
Advaith Garde,+917186370525,advaith.garde@yahoo.com,1,1,1,0,1,1,1,32,207.1662091098285,1.0,3,2.9548077365200607,2.9696108724575923,0,-0.014803135937531575,0.0,31.8
Aashi Thakkar,8889874343,aashi.thakkar@yahoo.com,0,0,0,0,1,1,0,30,82.25533188214428,1.0,2,1.0537086592921328,0.8320129115833063,0,0.2216957477088265,0.0,29.8
Raagini Sunder,6124809090,raagini.sunder@yahoo.com,1,1,0,0,1,1,0,23,48.93800229645518,1.0,1,0.5312351376081262,0.0507909023144004,1,0.4804442352937258,0.0,22.9
Ekalinga Natt,0738241267,ekalinga.natt@hotmail.com,1,1,0,0,1,1,0,36,146.1815570652607,1.0,5,3.853884499720447,3.818110227463988,0,0.03577427225645913,0.0,35.6
Orinder Golla,08449999243,orinder.golla@hotmail.com,0,1,0,0,1,6,0,33,27.91190796574705,6.0,1,2.0160156229343054,2.1578480348871234,0,-0.14183241195281804,0.0,32.9
Anamika Andra,01606155861,anamika.andra@yahoo.com,0,1,1,1,1,1,0,21,41.07207142384463,1.0,1,1.4220520918699655,0.9528954012413046,1,0.46915669062866094,0.0,20.9
Vrinda Dixit,1587459763,vrinda.dixit@gmail.com,0,1,0,0,1,1,0,26,217.2981721426605,1.0,1,1.3870798372779152,1.5335982093585367,0,-0.14651837208062157,0.0,25.9
Oliver Dalal,07284943367,oliver.dalal@hotmail.com,1,1,1,0,1,12,0,29,87.5214008607283,11.0,6,2.3125068300709337,2.2092832225117807,0,0.10322360755915305,1.0,28.5
Aarini Sachdeva,0797470186,aarini.sachdeva@hotmail.com,0,1,0,1,1,1,1,36,103.17368375861952,1.0,4,0.7732412159808952,0.923840975157221,0,-0.15059975917632573,0.0,35.7
George Modi,9549755282,george.modi@gmail.com,0,1,0,0,1,12,0,30,291.2141628160044,11.0,5,3.07474708465527,3.1468147365972365,0,-0.07206765194196674,1.0,29.6
Anmol Choudhry,00123056190,anmol.choudhry@yahoo.com,1,1,1,1,1,6,1,32,296.026016900965,6.0,1,0.9933230685190544,1.0729988661372651,0,-0.07967579761821075,0.0,31.9
Osha Ravi,08672095588,osha.ravi@yahoo.com,0,1,0,0,1,6,1,27,196.68546126591409,6.0,1,1.069101681696981,0.9929963451421928,0,0.07610533655478813,0.0,26.9
Ekapad Raj,09748318608,ekapad.raj@gmail.com,0,1,1,0,1,1,0,30,44.27186794015736,1.0,2,1.1143415548077424,0.3395328499845527,1,0.7748087048231898,0.0,29.8
Lopa Biswas,09107053935,lopa.biswas@gmail.com,1,1,1,1,1,12,0,31,14.899913231023532,12.0,7,1.8205753108610376,1.8053744683367816,0,0.01520084252425602,0.0,30.4
Yauvani Kala,No Number Provided,yauvani.kala@gmail.com,1,0,1,0,0,1,1,28,22.271532347506035,1.0,1,0.7831060194687544,0.5187114544874789,1,0.26439456498127545,0.0,27.9
Bhavna Ranganathan,7558601449,bhavna.ranganathan@hotmail.com,0,0,0,0,1,1,0,27,185.21088525003785,1.0,6,0.7406777245180012,0.6721475178425816,0,0.06853020667541954,0.0,26.5
Qarin Raj,+910476933092,qarin.raj@gmail.com,0,1,0,0,1,12,1,30,85.5813918686716,9.0,17,2.6617450543350603,2.565624968859067,0,0.09612008547599338,3.0,28.6
Harsh Sarna,05334316097,harsh.sarna@hotmail.com,0,1,1,1,1,12,0,26,215.47657592028577,9.0,7,2.4542282053862268,2.229717953470921,0,0.22451025191530594,3.0,25.4
Wridesh Kibe,00649839364,wridesh.kibe@gmail.com,1,1,0,0,1,1,1,28,79.53083110617769,1.0,4,1.2261663270177572,1.2328949899484378,0,-0.00672866293068064,0.0,27.7
Atharv Anne,+914514078589,atharv.anne@hotmail.com,0,1,1,0,1,12,0,26,132.33955360332587,12.0,9,3.381583407422064,3.443562730115336,0,-0.06197932269327211,0.0,25.2
Avni Krish,06564575510,avni.krish@gmail.com,0,1,1,1,1,1,0,30,95.80402094487128,1.0,4,1.3392309541648149,1.4190772752141658,0,-0.07984632104935097,0.0,29.7
Charvi Bala,+919110622570,charvi.bala@gmail.com,0,0,0,0,1,1,0,26,119.33992739748209,1.0,2,1.7738299623462186,0.8451335105360377,1,0.9286964518101809,0.0,25.8
Arunima Gupta,3915555922,arunima.gupta@gmail.com,1,0,1,0,1,6,0,30,67.21429781687213,6.0,1,0.1413872144442829,0.2780487059678245,0,-0.1366614915235416,0.0,29.9
Shaurya Bhatt,4905855608,shaurya.bhatt@gmail.com,0,1,0,0,1,1,0,32,166.00411591408908,1.0,7,3.723612213428898,3.6944816935643807,0,0.02913051986451709,0.0,31.4
Gunbir Nagar,No Number Provided,gunbir.nagar@hotmail.com,0,1,0,0,0,12,1,32,27.65726189361179,8.0,1,1.623602921242801,1.7199711123636765,0,-0.09636819112087558,4.0,31.9
Chakradev Pradhan,+916285860975,chakradev.pradhan@gmail.com,0,1,0,1,1,6,0,34,111.64396401074532,6.0,3,1.7510590252880922,1.7965761142314176,0,-0.0455170889433254,0.0,33.8
Faras Shankar,3466742614,faras.shankar@yahoo.com,0,1,0,0,1,1,0,32,158.36547436032552,1.0,2,1.8906160163628376,1.9418229813912609,0,-0.05120696502842326,0.0,31.8
Kai Vohra,6178252159,kai.vohra@gmail.com,0,1,0,0,1,1,1,37,61.26257392544929,1.0,3,0.4428478247300201,0.4504956671855511,0,-0.007647842455531018,0.0,36.8
Ubika Kapadia,+916473303586,ubika.kapadia@hotmail.com,1,0,0,1,1,6,1,27,268.4628026961343,6.0,5,1.0518253167536171,0.8809336724114423,0,0.17089164434217485,0.0,26.6
Daksh Om,6703006461,daksh.om@yahoo.com,0,1,0,0,1,1,0,31,19.295875208891967,1.0,7,3.3718475933235963,3.434645868620469,0,-0.06279827529687276,0.0,30.4
Aryan Chanda,9629148393,aryan.chanda@gmail.com,1,1,1,0,1,6,0,33,264.0094278422361,6.0,7,1.424129645247488,1.3607336372180487,0,0.06339600802943934,0.0,32.4
Gavin Shankar,05594168177,gavin.shankar@gmail.com,1,1,0,0,1,1,1,32,28.94454578043405,1.0,2,2.8462864758039723,2.7805037064917864,0,0.06578276931218596,0.0,31.8
Mitali Mannan,4204538489,mitali.mannan@gmail.com,0,1,1,0,1,1,0,29,172.37381424309916,1.0,0,2.0509586370363326,2.2145832818892,0,-0.16362464485286754,0.0,29.0
Advay Brar,+915954130381,advay.brar@gmail.com,1,1,1,1,1,6,1,30,9.79178191412946,6.0,2,2.8443607047453576,2.96915673421588,0,-0.12479602947052237,0.0,29.8
Tanish Dhawan,+917438212123,tanish.dhawan@yahoo.com,1,0,0,0,1,1,0,30,74.9221835066849,1.0,2,2.218290266044708,2.182237971663445,0,0.03605229438126312,0.0,29.8
Andrew Singh,+910317562498,andrew.singh@yahoo.com,0,1,0,0,1,1,1,28,178.8156290810931,1.0,1,1.322342589574934,0.6748843911748569,1,0.647458198400077,0.0,27.9
Barkha Konda,+918290909729,barkha.konda@gmail.com,0,1,0,0,1,1,0,31,321.2138581463253,1.0,6,2.515368399701728,2.349060011700088,0,0.16630838800164005,0.0,30.5
Theodore Bahl,+912357314393,theodore.bahl@gmail.com,1,1,1,1,1,1,1,29,411.7113085850302,1.0,1,0.5232727551132157,0.5149945256648368,0,0.00827822944837886,0.0,28.9
Wakeeta Kara,No Number Provided,wakeeta.kara@yahoo.com,1,1,0,0,0,6,0,37,362.6004771822383,6.0,10,2.2454800107757458,2.2937169782711733,0,-0.048236967495427496,0.0,36.2
Priya Bhandari,5508331290,priya.bhandari@yahoo.com,1,1,0,0,1,12,0,27,212.1872030601553,10.0,3,0.0635405347079665,0.0,0,0.0635405347079665,2.0,26.8
Peter Pandit,+918147375231,peter.pandit@hotmail.com,0,0,0,0,1,1,0,32,8.00073629625308,1.0,1,0.8811931002995854,0.8606186905863473,1,0.020574409713238095,0.0,31.9
Nidhi Aurora,No Number Provided,nidhi.aurora@yahoo.com,1,1,1,0,0,1,1,27,87.369072783395,1.0,1,1.6051571893837882,0.5450593795457459,1,1.0600978098380422,0.0,26.9
Ikbal Panchal,+918630430424,ikbal.panchal@gmail.com,0,1,0,0,1,1,1,30,87.42897102196278,1.0,2,1.3566411832313396,1.4226627128765514,1,-0.0660215296452118,0.0,29.8
Oscar Ratti,03599195734,oscar.ratti@yahoo.com,0,1,1,0,1,12,1,31,163.26080481750802,10.0,2,0.2331210076574492,0.3077194445416504,0,-0.0745984368842012,2.0,30.8
Arjun Chahal,No Number Provided,arjun.chahal@hotmail.com,0,1,1,1,0,1,0,31,4.791323833846533,1.0,3,1.2192828038965555,1.0730941006359205,0,0.14618870326063504,0.0,30.8
Nathan Sehgal,+916505421882,nathan.sehgal@yahoo.com,1,1,1,0,1,1,1,33,22.63539513639585,1.0,1,1.8193467220878887,1.8038138895384048,0,0.0155328325494839,0.0,32.9
Warda De,+919936560631,warda.de@yahoo.com,1,0,0,0,1,1,0,29,107.68223624663275,1.0,1,1.862062156963552,1.0709648494655777,1,0.7910973074979744,0.0,28.9
Aayush Sankar,+918876880128,aayush.sankar@hotmail.com,0,1,1,1,1,12,1,28,113.29911571946798,12.0,4,3.0625146417673728,3.1581083483383394,0,-0.09559370657096666,0.0,27.7
Adya Dyal,03522744230,adya.dyal@yahoo.com,0,1,1,1,1,12,1,30,131.6627022446107,9.0,5,0.0,0.0897068432764769,0,-0.0897068432764769,3.0,29.6
Ojas Seshadri,0413008710,ojas.seshadri@gmail.com,1,0,1,0,1,1,0,36,304.3332705945562,1.0,2,3.738860021260305,3.776367611297121,0,-0.03750759003681603,0.0,35.8
Kalpit Parmar,+913790245641,kalpit.parmar@yahoo.com,0,1,0,0,1,12,0,30,165.97774217280755,12.0,3,2.8817310599475534,2.9094484043399778,0,-0.027717344392424348,0.0,29.8
Lipika Pandit,03403056013,lipika.pandit@yahoo.com,0,1,1,1,1,12,1,35,302.878534738432,9.0,4,4.661961248469951,4.7330590768749605,0,-0.07109782840500944,3.0,34.7
Hema Sandal,9621020665,hema.sandal@gmail.com,1,1,1,0,1,1,0,31,125.6193596954305,1.0,4,0.4077973094142546,0.4371446891366985,0,-0.02934737972244389,0.0,30.7
Lakshmi Murty,09128268938,lakshmi.murty@hotmail.com,0,1,1,0,1,12,1,29,42.24532509765183,12.0,12,3.2608140364674183,3.3953526869551425,0,-0.13453865048772418,0.0,28.0
Nakul Malhotra,06886479544,nakul.malhotra@gmail.com,1,1,0,0,1,1,0,25,294.95448051607366,1.0,11,1.8309765970272125,2.04669681459107,0,-0.2157202175638575,0.0,24.1
